job_id,job_title,company_name,location,degree,experience,skills,about,qualifications,degree_value,min_experience
3975303004,artificial intelligence intern,PT Salam Pacific Indonesia Lines,"Jakarta, Indonesia",,,"data science,programming languages,python (programming language),software development,artificial intelligence (ai),dashboards,data analytics,data visualization,programming,r (programming language)",we are seeking a motivated and enthusiastic ai project intern to join our team this internship offers a unique opportunity to gain hands on experience in various aspects of artificial intelligence while working closely with experienced professionals responsibilities collaborate with the development team on programming task and project assist in collecting organizing and analyzing data sets develop scripts or program to automate data analysis process generate reports and visualizations to communicate findings to stakeholders participate in ai projects including program development and process improvements requirements currently pursuing a degree in computer science information technology information system or related field able to work full time from monday to saturday for 6 months have interest in artificial intelligence data science and big data familiarity with data analysis tools and techniques e g sql r proficiency in at least one programming language e g python java c excellent communication and interpersonal skills eagerness to learn and take on new challenges willing to be placed in jakarta or surabaya,commute to this job s location can start immediately working in an onsite setting,,
3935161297,solutions architect,PT. BANK NEGARA INDONESIA (Persero) Tbk.,"Jakarta, Indonesia",bachelor,"4 years of work experience,4 years of work experience,4 years of work experience","application programming interfaces (api),business analytics,business process,microservices,service-oriented architecture (soa),stream processing",requirements bachelor s degree in computer science engineering or mathematics 4 years of relevant experience able to understand banking business processes business flows able to analyze business flow into a series of it based solutions have knowledge experience implementing solutions based on soa api event streaming microservice file transformation have knowledge regarding data bases caching solutions and replication have sufficient knowledge regarding security processes advanced knowledge of leading architecture solutions in the industry area strong interpersonal and collaboration skills ability to demonstrate technical concepts to non technical audiences,bachelor s degree 4 years of banking experience can start immediately 4 years of work experience with microservices 4 years of work experience with service oriented architecture soa 4 years of work experience with business process,1.0,4.0
3955568567,sm/director strategic & operation,PwC Indonesia,"Jakarta, Indonesia","bachelor,master s","7 years of experience,7 years of experience,10 years of experience,7 years of work experience",healthcare,job description summary a career within strategy operations will provide you with the opportunity to help our clients solve their toughest problems and seize essential advantages by defining and evaluating strategies of all types we analyse business and market trends to explore new approaches that help our clients make tough choices and surpass the competition at both the business unit and corporate level we help organisations with organic enterprise growth pricing and profitability shareholder value and sustainable corporate strategies to really stand out and make us fit for the future in a constantly changing world each and every one of us at pwc needs to be a purpose led and values driven leader at every level to help us achieve this we have the pwc professional our global leadership development framework it gives us a single set of expectations across our lines geographies and career paths and provides transparency on the skills we need as individuals to be successful and progress in our careers now and in the future as a director you ll work as part of a team of problem solvers helping to solve complex business issues from strategy to execution pwc professional skills and responsibilities for this management level include but are not limited to support team to disrupt improve and evolve ways of working when necessary arrange and sponsor appropriate assignments and experiences to help people realise their potential and support their long term aspirations identify gaps in the market and spot opportunities to create value propositions look for opportunities to scale efficiencies and new ways of working across multiple projects and environments create an environment where people and technology thrive together to accomplish more than they could apart i promote and encourage others to value difference when working in diverse teams drive and take ownership for developing connections that help deliver what is best for our people and stakeholders influence and facilitate the creation of long term relationships which add value to the firm uphold the firm s code of ethics and business conduct about you bachelor s or master s degree from reputable universities 15 years experience in a consulting firm strategic planning industri specific required exceptional analytical and quantitative problem solving skills ability to communicate complex ideas effectively both verbally and in writing in english and indonesia strong leadership and team player open and positive in a group dynamic fit in pwc values proven experience using microsoft office such as excel word powerpoint proven leadership and expertise in specific industry knowledge or functional knowledge e g strategy supply chain procurement etc proven record of leadership in a work setting a solid track record of building strong client relationships with large organizations as well as identifying opportunities to deepen those relationships and grow the business have previous experience in one or more of the following industries consumer retail energy chemicals utilities supply chain procurement government public sector healthcare required skills analytical thinking business consulting problem solving,7 years of experience in consulting 7 years of experience in supply chain 10 years of experience in strategy planning 7 years of work experience with healthcare,1.0,7.0
3909121236,software engineer (backend),Traveloka,Jakarta Metropolitan Area,bachelor,3 years of experience,"application development,java,rdbms,software development,bitbucket,databases,mercurial,nosql,phabricator,system development",it s fun to work in a company where people truly believe in what they re doing job description software engineer will work in a cross functional project team to ensure a multitude of systems across products business and operations integrate efficiently you ll be responsible for designing building improving or maintaining traveloka services related to new products business models business growth market expansion and process optimization in addition you will be identifying pain points in internal business processes and developing effective reliable and scalable solutions to work within the expected complexity of the processes you ll be expected to deliver the best in class architecture solution and code the successful candidate will encounter challenges related to information systems business process and technology requirements bachelor s degree in computer science or equivalent from a reputable university with good academic results is preferred having minimum 3 years of experience in software engineering java application development or system development experience in rdbms and nosql databases experience in version control git svn mercurial and familiarity with development collaboration tools github phabricator bitbucket experience in ci cd like jenkins travis ci teamcity and related technologies is a plus experience in aws gcp azure and other technologies like ansible containers kubernetes etc is a plus strong object oriented analysis and design skills passion in software engineering application development or systems development good business acumen excellent problem skills and broad understanding of software and system design comfortable working up and down the technology stack curiosity to explore creative solutions and try new things to solve challenging problems to pull it all together into a user accepted solution participation in multiple end to end implementations of system integration data migration internal business applications or configuring vendor provided solutions excellent interpersonal communication and influence skills and personal maturity if you like wild growth and working with happy enthusiastic over achievers you ll enjoy your career with us ,,1.0,3.0
3935977398,software engineer - backend (platform),Traveloka,Jakarta Metropolitan Area,bachelors,1 year of experience,"back-end web development,software development,computer engineering,computer science,database management system (dbms),databases,optimization,programming,system development",it s fun to work in a company where people truly believe in what they re doing job description software engineering takes the central roles for building traveloka products and systems you will be responsible for designing building improving or maintaining our web applications third party data integration data api backend systems or working with monitoring tools and infrastructure you will experience how to design build and maintain highly available and highly scalable critical systems that serve millions of traveloka users as a backend software engineer in the platform team you will work with back end technologies and in a cross functional project team to ensure a multitude of systems across products business and operations integrate efficiently you ll design and implement projects related to new products features business models business growth market expansion and process optimization in addition you will be working with product managers designers and other missions to identify pain points in business processes and developing effective reliable and scalable solutions to work within the expected complexity of the processes you ll be expected to deliver the best in class architecture solution and code requirements minimum 1 year of experience in software evelopment bachelors degree in computer science or equivalent from a reputable university passion in software engineering application development or system development work with and in cross functional teams across different missions for diverse objectives knowledge and experience in building and maintaining systems in java spring boot or any jvm centric stacks is a plus knowledge and experience in rdbms like postgresql mysql and nosql databases like mongodb is a plus knowledge and experience in infrastructure management containerization infra as a code and aws is a plus knowledge and experience serving engineering and products of other teams and governing them in a sustainable manner is a plus if you like wild growth and working with happy enthusiastic over achievers you ll enjoy your career with us ,,1.0,1.0
3955487222,integration engineer (orchestration team),Grab,"Jakarta, Indonesia",bachelor,"3 years of experience,one year of experience","query languages,analytical skills,computer science,dell boomi,knowledge sharing,oauth,problem solving,role-based access control (rbac),security assertion markup language (saml),tibco",company description about grab and our workplac grab is southeast asia s leading superapp we are dedicated to improving the lives of millions of users across the region by providing them everyday services such as deliveries mobility financial services enterprise services and others more than that we provide the opportunity for them to have a better life and that aspiration starts inside grab because we believe in a seamless blend of work and home life making every aspect of life better for all guided by the grab way which spells out our mission how we believe we can achieve it and our operating principles the 4hs heart hunger honour and humility we work to create economic empowerment for the people of southeast asia with our unwavering commitment to our values we believe that we re more than a service provider we re agents of positive change job description get to know the team the orchestration team takes care of all orchestration needs of grabber technology solutions gts grab s enterprise it team and beyond our work directly enhances grabbers productivity by delivering time saving features we re expanding our team and seeking individuals passionate about building and managing complex workflows or processes across multiple systems or components if this resonates with you come join us get to know the role we are looking for engineers for our devops team within the orchestration team the devops team composed of senior and junior engineers is responsible for development testing deployment production support and maintenance of workflow automation and integration solutions predominantly built on ipaas overall as an engineer your primary responsibility is to support the development delivery support and maintenance of software solutions while learning and growing in your role the day to day activities collaborate with senior engineers and team leads to design develop and implement software solutions ensuring adherence to specifications and coding standards conduct testing ut sit uat and participate in code reviews to maintain code quality and reliability coordinate with team members and stakeholders to schedule and implement approved changes with minimal disruption to business operations document code processes and technical specifications for knowledge sharing and future maintenance promptly respond to and resolve production incidents alerts and service disruptions to minimize downtime and business impact conduct root cause analysis and implement preventive measures to avoid recurrence note this role includes rotational early morning shifts to address critical incidents before the start of the working day document incident details resolutions and troubleshooting steps maintaining accurate and up to date records to facilitate knowledge sharing and future incident response additionally maintain documentation for support procedures troubleshooting guides and knowledge base articles to enable self service support and assist other team members in resolving incidents efficiently develop and maintain scripts and automation tools to streamline repetitive tasks improve operational efficiency and reduce manual intervention in deployment monitoring and maintenance processes adapt to changing project requirements priorities and technologies demonstrating flexibility and willingness to learn new tools and techniques communicate effectively with team members and stakeholders providing updates on progress raising concerns and seeking clarification when needed qualifications heart hunger honour and humility to serve our stakeholders and grabbers bachelor s degree in computer science information systems or a related field at least 3 years of experience in software engineering devops or infrastructure roles emphasizing orchestration automation and cloud technologies hands on experience in using popular orchestration tools such as tibco business works workato dell boomi mulesoft etc would be preferred minimum one year of experience as a production support engineer proficient in monitoring and resolving production issues proficiency in software development practices and tools including version control systems e g git code review processes and agile methodologies proficiency in incident management and ticketing systems e g fresh service servicenow jira for tracking and resolving production incidents experience working with data query languages eg sql and robust understanding of data integration and transfer standards knowledge of scripting languages like python bash or powershell for automation and scripting tasks would be an advantage knowledge of cyber security standards nist cobit iso270001 and identity and access management standards and best practices abac rbac oauth saml experience working with application integration via secure api methods strong problem solving skills and analytical thinking with the ability to translate complex requirements into scalable and maintainable software designs proficient in communication and collaboration effectively engaging with cross functional teams and stakeholders commitment to continuous learning and staying updated on emerging technologies best practices and industry trends in production support and it operations additional information benefits at grab benefits we care deeply about your well being and are committed to supporting you every step of the way here are some of the global benefits we offer protect and provide for your loved ones with peace of mind knowing we have your back with term life insurance and comprehensive medical insurance craft a benefits package that suits your unique needs and aspirations with grabflex because we believe in empowering you to thrive embrace the magic of new life and create lasting memories with your family through maternity and paternity leave life can be overwhelming but you re never alone our confidential grabber assistance programme is here to guide and uplift you and your loved ones through life s challenges your well being is our priority benefit from our holistic well being initiatives through wellbeing grab including health programmes informative webinars and vibrant carnivals achieve a harmonious work life balance with our flexwork arrangements allowing you to adapt and thrive in your personal and professional life we ve got many different benefits hyper localised in each country speak to your recruiter during your interview to find out more what we stand for at grab we are committed to building an inclusive and equitable workplace that enables diverse grabbers to grow and perform at their best as an equal opportunity employer we consider all candidates fairly and equally regardless of nationality ethnicity religion age gender identity sexual orientation family commitments physical and mental impairments or disabilities and other attributes that make them unique if you require accommodations to fully participate in the recruitment process you are encouraged to include your request s when applying we deliver the greatest impact and ideas when we bring together diverse perspectives it is what enables us to spread opportunities to grabbers and our partners it s not a box ticking exercise it s who we are ,,1.0,3.0
3976918775,software engineer - back end,Traveloka,Jakarta Metropolitan Area,bachelors,four years of experience,"application development,back-end web development,software development,computer science,creative problem solving,functionality,integration testing,problem solving,reliability,system development",it s fun to work in a company where people truly believe in what they re doing job description as a backend software engineer within the travel activities team you ll have the opportunity to contribute to the design development and maintenance of robust and scalable systems that cater to millions of traveloka users beyond collaborating with fellow engineers your role will involve working alongside product managers data specialists quality assurance professionals operations teams and various stakeholders to craft and deliver top notch products and features enhancing the convenience of air travel for our customers your involvement in application development goes beyond coding you ll participate in the entire product development lifecycle from ideation and design to implementation and ongoing support in the realm of building traveloka s products and systems software engineering plays a central and pivotal role and you will take on the responsibility of designing enhancing and maintaining our backend applications third party data integration data apis backend systems and engagement with monitoring tools and infrastructure collaborate within cross functional teams regularly interfacing with talented individuals hailing from esteemed backgrounds in technology consulting and product development embrace an open work environment where hierarchical barriers are nonexistent fostering a culture where everyone is encouraged to voice their opinions propose ideas influence others and continually advance their own professional growth engage actively in engineering practices such as code review unit testing and integration testing to uphold high standards of quality participate actively in solution and architectural design reviews contributing valuable insights to the development process contribute to be on call engineer ensuring the reliability and functionality of our systems engage in innovative thinking and actively contribute to creative problem solving initiatives requirements we are seeking candidates who possess bachelors degree in computer science from reputable universities with minimum gpa of 3 5 4 0 a minimum of four years of experience in software engineering application development or system development demonstrated experience managing medium to high sized projects and or leading small team demonstrated passion for software engineering application development or systems development exceptional understanding of software engineering concepts design patterns and algorithms adept at working across the technology stack with ease inquisitive mindset driven to explore creative solutions and embrace innovation willingness to continuously learn new things in assigned team technology related product related or others fluency with english both oral and written if you like wild growth and working with happy enthusiastic over achievers you ll enjoy your career with us ,,1.0,inf
3977498490,backend engineer - accommodation,Traveloka,Jakarta Metropolitan Area,bachelor,3 years of experience,"application development,back-end web development,software development,computer science,databases,system development,systems design",it s fun to work in a company where people truly believe in what they re doing job description software engineering takes the central role in building traveloka products and systems you will be responsible for designing building improving or maintaining our backend applications third party data integration data api backend systems or working with monitoring tools and infrastructure you will be exposed to several advanced technologies such as hotel and room data mapping inventory aggregation from multiple sources openai related applications and others you will work in cross functional teams and meet great people regularly from top tier technology consulting product or academic background we work in an open environment where there are no boundaries or power distance everyone is encouraged to speak their mind propose ideas influence others and continuously grow themselves requirements bachelor s degree in computer science or equivalent from a reputable university with good academic results is preferred having minimum 3 years of experience in software engineering application development or system development passion in software engineering application development or systems development excellent understanding of software engineering concepts design patterns and algorithms strong object oriented analysis and design skills good business acumen excellent problem skills and broad understanding of software and system design comfortable working up and down the technology stack if you like wild growth and working with happy enthusiastic over achievers you ll enjoy your career with us ,,1.0,3.0
3967892704,"senior software engineer, fullstack",Grab,"Jakarta, Indonesia",,,"back-end web development,javascript,programming languages,software development,user interface design,communication,computer science,programming,system performance,technical design",company description about grab and our workplace grab is southeast asia s leading superapp we are dedicated to improving the lives of millions of users across the region by providing them everyday services such as deliveries mobility financial services enterprise services and others more than that we provide the opportunity for them to have a better life and that aspiration starts inside grab because we believe in a seamless blend of work and home life making every aspect of life better for all guided by the grab way which spells out our mission how we believe we can achieve it and our operating principles the 4hs heart hunger honour and humility we work to create economic empowerment for the people of southeast asia with our unwavering commitment to our values we believe that we re more than a service provider we re agents of positive change job description get to know the team the fulfillment tech family is one of the pillars enabling grab to out serve our customers and partners in different businesses and marketplaces across southeast asia we are working on high throughput real time distributed systems that use sophisticated machine learning techniques to solve hundreds of millions of requests per day our mission is to offer the best in class products and experiences to our driver partners as to increase adoption and engagement of our services improve driver partner opportunities and efficiency in order to fulfill customer orders without fail rain or shine and to create efficient marketplaces by determining an optimal price that is both sustainable and loved by our partners and customers we are a distributed team in 3 different locations indonesia beijing and singapore our communication is in english both in spoken and written form our team has direct end user contact and impact on the bottom line for merchants and thus grab get to know the role responsibilities as a member of the fleets engineering team you will be responsible for building and maintaining systems that powers our vehicle rental and maintenance systems you will be partnering with product managers designers and different country business teams to design and build features that will be used by our driver or fleet partners leading the end to end design and delivery of features in collaboration with other cross functional engineers in your team finding opportunities to improve existing product features in terms of technical design and scalability driving continuous integration and delivery ci cd efforts to improve the development productivity and quality of our web applications qualifications 5 years of professional software development experience strong computer science fundamentals in algorithms and data structures understands data structures and algorithms and recognizes when to use them deep understanding of the javascript programming language familiar with various ui components and ui development and have deep understanding of the javascript language writes extensible code and picks the right abstractions that adhere to solid principles you can work on both web frontend as well as backend development preferred experience working with react and golang additional information benefits at grab benefits we care deeply about your well being and are committed to supporting you every step of the way here are some of the global benefits we offer protect and provide for your loved ones with peace of mind knowing we have your back with term life insurance and comprehensive medical insurance craft a benefits package that suits your unique needs and aspirations with grabflex because we believe in empowering you to thrive embrace the magic of new life and create lasting memories with your family through maternity and paternity leave life can be overwhelming but you re never alone our confidential grabber assistance programme is here to guide and uplift you and your loved ones through life s challenges your well being is our priority benefit from our holistic well being initiatives through wellbeing grab including health programmes informative webinars and vibrant carnivals achieve a harmonious work life balance with our flexwork arrangements allowing you to adapt and thrive in your personal and professional life we ve got many different benefits hyper localised in each country speak to your recruiter during your interview to find out more what we stand for at grab we are committed to building an inclusive and equitable workplace that enables diverse grabbers to grow and perform at their best as an equal opportunity employer we consider all candidates fairly and equally regardless of nationality ethnicity religion age family commitments physical and mental impairments or disabilities and other attributes that make them unique if you require accommodations to fully participate in the recruitment process you are encouraged to include your request s when applying we deliver the greatest impact and ideas when we bring together diverse perspectives it is what enables us to spread opportunities to grabbers and our partners it s not a box ticking exercise it s who we are ,,,
3879627924,back end engineer (shopeepay) - sea labs,Sea,"Jakarta, Indonesia",bachelor,,"java,mysql,programming languages,python (programming language),relational databases,computer science,critical thinking,django,linux development,product requirements",job description as a back end engineer you will work with some of the most talented minds in the world collaborating with fellow developers product managers user experience designers and operation engineers to build user centric business critical functionalities that delight both internal businesses and external end users your main responsibility includes but not limited to design and development of backend services systems or platforms used by our products and our user write high quality clean elegant and maintainable code build common libraries analyse requirements design and develop functionalities based on the product requirements understand the product thoroughly constantly optimise the product identify and fix problems improve stability and user experience design and implement various supporting tools as needed collaborate with other engineers product managers user experience designers and operations engineers to build features and products requirements bachelor s degree or above in computer science or related fields candidates with no working experience are welcome to apply passionate about coding and programming innovation and solving challenging problems in depth understanding of computer science fundamentals data structures and algorithms operating systems networks databases etc strong and hands on experience with at least one of the programming languages such as go python java hands on experience and knowledge in relational databases such as mysql strong logical thinking abilities familiar with linux development environments and multi threaded programming familiar with common network protocols tcp udp http and network programming experience in server web security hands on experience in web service frameworks and technologies such as django ruby on rails or node js,,1.0,
3971521950,learning & development intern,tiket.com,"Jakarta, Jakarta, Indonesia",,,"coaching,communication,data analysis,employee training,human resources (hr),instructional design,organizational development,talent management,training,training delivery",we think you also hate when travel app is giving you a headache right a slight misinformation can ruin the trip that is exactly what we are tackling as t fam making sure that our 17 million users have the best experience in crafting their own adventure we are seeking a learning and development intern to support the development implementation and evaluation of our training programs the ideal candidate should be passionate about learning and development and have excellent communication and organizational skills your main duties in flying with us support team in all training activities such as logistics preparation trainee trainer support training registration and feedback support team to maintain trainees learning progress and history supporting team in executing learning strategy across directorate helping in create a reporting analytics related to learning activities mandatory belongings that you must prepare currently pursuing a degree in human resources economics business administration psychology or related major final year student have interests in developing people able to crunching and analyze data through gsheet demonstrated interest in learning and development be well organized proactive open minded highly responsible and supportive desired length of employment 6 month willing to commit with hybrid working arrangement jakarta in the event that you haven t received any updates after 3 weeks your data will be kept and we may contact you for another career destination meanwhile discover more about tiket com on instagram linkedin or youtube ,,,
3969690755,packaging development senior associate,Somethinc - BeautyHaul,"West Jakarta, Jakarta, Indonesia",bachelor,,"market analysis,packaging design,product development,skill development",about the company beautyhaul is one of the fastest growing beauty companies in indonesia that aspires to be the largest vertically integrated beauty ecosystem from supply to retail our first brand somethinc was founded in 2019 and is currently the 1 skincare brand in e commerce modern trade with 1m social media followers our offline online commerce beautyhaul is the core for carrying multiple brands that we have directly to our customers we are incubating more and more business models in our platform and aim to be a strong regional player in the beauty within the south asia region responsibilities exploring new technologies possibility to implement in the product packaging sourcing new packaging suppliers both for primary and secondary packaging coordinating projects involving design implementation for the packaging of new or existing products anticipating identifying the challenges associated during risk analysis communicating them and proposing new technical solutions collaborates with product development marketing to bring new packaging to the market build relation with packaging suppliers and principals requirements bachelor s degree in pharmacy chemistry or a related field proficient knowledge of cosmetic packaging materials not color blind ability to work efficiently and effectively both independently and in a team capable of managing multiple priorities including large projects over an extended period previous experience in cosmetic packaging development excellent project management skills ability to manage multiple projects through strong prioritization and planning strong adaptability and the ability to work collaboratively with a team fast learner proactive and superb verbal and written communication skill strong in business etiquette and able to maintain network with external party we have a created culture collaborative responsible eccentric agile tough effective detail we are looking for more people to join us who are excited to disrupt the traditional beauty industry with product innovation and non linear growth who want to build a profitable start up into a unicorn company and who will always learn and do the right thing ,bachelor s degree can start immediately,1.0,
3833953273,fullstack software engineer,Samsung Electronics Southeast Asia & Oceania,"Jakarta, Jakarta, Indonesia",bachelor,2 years as,"back-end web development,front-end development,java,react.js,software development,web applications,computer science,problem solving",position summary understand and implement software related requirement accurately in order to provide software that meets its purpose develop software effectively based on understanding of web standard and device environment hardware software role and responsibilities designing web application participate in designing optimal web application that meets requirement implementation of web application implement web application based on specification securing application quality participate in solving issues coming from verification department or market and improving quality of application skills and qualifications bachelor degree from computer science or related fields minimum 2 years as software engineer experience backend using java front end using react excellent analytical and problem solving skills well known in software development lifecycle samsung has a strict policy on trade secrets in applying to samsung and progressing through the recruitment process you must not disclose any trade secrets of a current or previous employer please visit samsung membership to see privacy policy which defaults according to your location you can change country language at the bottom of the page if you are european economic resident please click here ,,1.0,2.0
3966412861,machine learning intern (next level internship),Mekari,Jakarta Metropolitan Area,,,"data science,programming languages,python (programming language),algorithms,artificial intelligence (ai),attention to detail,machine learning algorithms,new concepts,pattern recognition,problem solving",the next level internship program by mekari is a highway for achievement oriented young talents to create their biggestimpact and innovateleadwin in a competitive and encouraging environment where they get to choose their own preferred teams and bring themselves and their team to the next level if you are an indonesian student studying in indonesia or abroad this program is fully remote you can apply from anywhere in the world or an alumnus max 1 year after graduation send in your application now and start your journey to experience working at indonesia s no 1 saas company get a min 3 month period internship experience with your preferred team and role receive monthly evaluations to keep your next level journey on track attend an exclusive graduation ceremony with leaders of mekari join an exclusive community of a list interns and receive specially curated insights by applying through this opening you are applying specifically for the role of machine learning intern job description data processing and analysis collaborate with the mekari stream team to process and analyze data from various paper documents understanding the complexity of unstructured data machine learning model training assist in training machine learning models to categorize documents and extract valuable information work alongside experienced data scientists in refining and optimizing models for enhanced accuracy python development leverage your understanding of python to contribute to the development and implementation of machine learning algorithms documentation and reporting document the model development process algorithms used and results obtained generate regular reports to update the team on the progress of machine learning initiatives feature engineering engage in feature engineering to improve the performance of machine learning models explore innovative approaches to enhance the categorization and information extraction processes requirements currently pursuing or have a degree in computer science data science or a related field familiarity with python programming language familiarity with google cloud platform doc ai is a plus familiarity with machine learning concepts and frameworks interest or coursework in data processing and computer vision eagerness to learn and apply new concepts in the field of machine learning effective problem solving skills and attention to detail ability to collaborate with cross functional teams in a fast paced environment important before going ahead with your application make sure you have these items ready to submit an updated cv self introduction video max duration 3 minutes in which you need to mention name city university semester graduation date an accomplishment you re most proud of reasons behind applying to mekari s next level internship if you were a game character what skills would you be chosen for note you may use either english or bahasa indonesia for your self introduction video if you face any difficulties errors when uploading your self introduction video please try the following method upload your self introduction video onto google drive insert the google drive link into a google docs file download the google docs file as pdf attach the pdf file in your next level internship application s self introduction video section stii got any questions shoot us a dm on instagram at lifeatmekari good luck and we hope you make it to the next level of your journey with mekari mekari next level internship program pick your team pave your way,,,
3976053038,senior integration engineer (orchestration team),Grab,"Jakarta, Indonesia",bachelor,"5 years of experience,2 years of experience","query languages,analytical skills,communication,computer science,dell boomi,oauth,problem solving,role-based access control (rbac),security assertion markup language (saml),unstructured data",company description about grab and our workplace grab is southeast asia s leading superapp we are dedicated to improving the lives of millions of users across the region by providing them everyday services such as deliveries mobility financial services enterprise services and others more than that we provide the opportunity for them to have a better life and that aspiration starts inside grab because we believe in a seamless blend of work and home life making every aspect of life better for all guided by the grab way which spells out our mission how we believe we can achieve it and our operating principles the 4hs heart hunger honour and humility we work to create economic empowerment for the people of southeast asia with our unwavering commitment to our values we believe that we re more than a service provider we re agents of positive change job description get to know the team the orchestration team takes care of all orchestration needs of grabber technology solutions gts grab s enterprise it team and beyond our work directly enhances grabbers productivity by delivering time saving features we re expanding our team and seeking individuals passionate about building and managing complex workflows or processes across multiple systems or components if this resonates with you come join us get to know the role we are looking for a senior engineer for our devops team within the orchestration team the devops team composed of senior and junior engineers is responsible for development testing deployment production support and maintenance of workflow automation and integration solutions predominantly built on ipaas in this role as a senior engineer you will be responsible for leading the design development and delivery of high quality software solutions that meet the needs of our stakeholders and drive business success the day to day activities lead the design development and implementation of simple to complex workflow automations and integrations solutions ensuring adherence to coding standards architectural guidelines and best practices provide technical guidance and mentorship to junior engineers assisting in their professional development and fostering a culture of learning and collaboration within the team conduct code reviews on code delivered by junior engineers to ensure code quality performance and maintainability providing constructive feedback and guidance to team members to improve code craftsmanship and development practices enforce standard quality assurance processes to ensure technical solutions meet quality and performance standards this includes executing testing and validation procedures and implementing continuous integration and deployment pipelines for automated testing and deployment maintain comprehensive up to date technical documentation accessible to team members this includes documenting system designs configurations architectural decisions and implementation details to facilitate troubleshooting and knowledge sharing within the team coordinate with change management teams to assess the impact of changes schedule maintenance windows and communicate change activities to stakeholders promptly respond to and resolve production incidents alerts and service disruptions to minimize downtime and business impact conduct root cause analysis and implement preventive measures to avoid recurrence note this role includes rotational early morning shifts to address critical incidents before the start of the working day communicate effectively with stakeholders and the solutions team providing updates and addressing concerns throughout the development process qualifications heart hunger honour and humility to serve our stakeholders and grabbers bachelor s degree in computer science information systems or a related field at least 5 years of experience in software engineering devops or infrastructure roles emphasizing orchestration automation and cloud technologies hands on experience in using popular orchestration tools such as tibco business works workato dell boomi mulesoft etc would be preferred at least 2 years of experience in guiding and mentoring junior engineers on the day to day development and support activities proficiency in software development practices and tools including version control systems e g git code review processes agile development methodologies and practices experience working with data query languages eg sql and robust understanding of data integration and transfer standards proficiency in incident management and ticketing systems e g fresh service servicenow jira for tracking and resolving production incidents knowledge of scripting languages like python bash or powershell for automation and scripting tasks would be an advantage knowledge of cyber security standards nist cobit iso270001 and identity and access management standards and best practices abac rbac oauth saml experience working with application integration via secure api methods experience in designing and implementing data transformation pipelines for processing and aggregating large volumes of structured and unstructured data is advantageous strong problem solving and analytical skills capable of crafting scalable and maintainable software designs from complex requirements excellent communication and collaboration abilities with cross functional teams and stakeholders commitment to continuous learning staying updated on emerging technologies industry trends and best practices in orchestration and automation adaptability to rapidly changing environments quickly grasping and applying new concepts and tools additional information benefits at grab benefits we care deeply about your well being and are committed to supporting you every step of the way here are some of the global benefits we offer protect and provide for your loved ones with peace of mind knowing we have your back with term life insurance and comprehensive medical insurance craft a benefits package that suits your unique needs and aspirations with grabflex because we believe in empowering you to thrive embrace the magic of new life and create lasting memories with your family through maternity and paternity leave life can be overwhelming but you re never alone our confidential grabber assistance programme is here to guide and uplift you and your loved ones through life s challenges your well being is our priority benefit from our holistic well being initiatives through wellbeing grab including health programmes informative webinars and vibrant carnivals achieve a harmonious work life balance with our flexwork arrangements allowing you to adapt and thrive in your personal and professional life we ve got many different benefits hyper localised in each country speak to your recruiter during your interview to find out more what we stand for at grab we are committed to building an inclusive and equitable workplace that enables diverse grabbers to grow and perform at their best as an equal opportunity employer we consider all candidates fairly and equally regardless of nationality ethnicity religion age gender identity sexual orientation family commitments physical and mental impairments or disabilities and other attributes that make them unique if you require accommodations to fully participate in the recruitment process you are encouraged to include your request s when applying we deliver the greatest impact and ideas when we bring together diverse perspectives it is what enables us to spread opportunities to grabbers and our partners it s not a box ticking exercise it s who we are ,,1.0,2.0
