job_id,job_title,company_name,location,work_details,skills,qualifications,about
3967802614,Backend Engineer - Junior or Senior Consultant,EY,"Gambir, Jakarta, Indonesia","On-site,Full-time,Mid-Senior level","Back-End Web Development,Go (Programming Language),Apache Kafka,Business Requirements,C#,Computer Science,Critical Thinking,Technical Requirements,UI Testing,Unit Testing",,"About EY: EY, a global leader operating in more than 150 countries delivers unparalleled service in Consulting and assists clients to transform and upskill their capabilities. We serve our clients to build a better working world, helping them to create long-term value for people and society and build trust in the capital markets. That starts with a culture that believes in giving you the training, opportunities, and creative freedom to make things better. Whenever you join, however long you stay, the exceptional EY experience lasts a lifetime. And with a commitment to hiring and developing the most passionate people, we work towards our ambition to be the best employer. EY advises clients to understand, architect, select and implement bleeding-edge solutions required to efficiently run their businesses, with a focus on Digital and Cloud. These service areas span E-commerce, Solution Architecture, Mobile Applications, Digital Platform Architecture, Digital Technology Strategy, and Digital IT Operations. The exceptional EY experience. It’s yours to build. The opportunity: The Digital & Emerging Technology team works collaboratively with clients to transform their business through disruptive innovation enablement and transformational design solutions. The team supports our clients in modernizing systems, processes and products to enhance business and customer-facing platforms and services to support high performance in a rapidly changing and competitive environment. Our team helps clients sustain competitive advantage and profitability by developing technology strategies, products, and solutions to stay ahead of the rapid pace of change and disruption and supporting the execution of complex transformations. We're seeking a highly skilled and experienced Backend Engineer to join our dynamic team. In this role, you will play a crucial role in designing, developing, and maintaining scalable and high-performance backend systems. You will collaborate with cross-functional teams, including front-end developers, product managers, and QA engineers, to deliver robust and efficient solutions. While our teams primary focus is within the financial services industries, you will have opportunities to support other sectors including healthcare, automotive, high-tech, and media. Your key responsibilities: The goal is to support our clients to transform their business through technology. As a Backend Engineer you will be collaborate with cross-functional teams to define, design, and ship new features, identify and address performance bottlenecks in the backend systems, design and optimize database schemas, develop and maintain RESTful APIs for seamless communication between front-end and back-end systems, write unit tests and participate in code reviews, collaborate with technical writers to create user and developer documentation, and operating your team's software systems in a consistently high quality manner. When working on the systems within your team's domain, you take into account the appropriate architectural patterns, code design, and infrastructure options, ensuring that you deliver a system that is secure, reliable, maintainable, extensible and very well tested. Beyond delivery to the production system, engineers will be responsible for post deployment monitoring as well. In addition to being trusted to operate independently, you also maintain a good partnership with your technical and non-technical stakeholders for projects that you are involved in. You take an active role in your projects as a team member involved in product design to rollout, taking ownership of your work and constantly focusing on moving these projects forward. Being an experienced team member, you are also expected to continuously help the team grow and improve either by mentoring new or junior members of your team or by introducing and adopting process improvements. Requirements: Bachelor's degree (Computer Science, Computer Engineering or Mathematics) or related experience 1-3 years of Development experience Strong knowledge of algorithms and data structures Fluency in developing and understanding sequence diagrams, class models, etc. Strong proficiency in programming languages such as Java, C# .Net, or Golang. Solid understanding of database systems, both relational and NoSQL. Strong in fundamental programming like SOLID Principle, Clean Architecture or related fundamental knowledge and practices Experience in writing maintainable and testable code, including API design, unit testing and UI testing techniques. Experience working in an Agile/Scrum development process. Humble and hungry engineer. Always curious, always looking for a better way Highly accountable and takes ownership of one's own work. For senior software engineer: 4+ years of professional backend software development experience Experience with Event-Driven Architecture such as Kafka or RabbitMQ Familiarity with cloud services (e.g., AWS, Azure, Google Cloud). Knowledge of containerization and orchestration tools (e.g., Docker, Kubernetes). Possess excellent communication, sharp analytical abilities with proven design skills, able to think critically of the current system in terms of growth and stability Ability to understand business requirements and translate them into technical requirements Familiarity with modern build pipelines and tools Identify and resolve performance and scalability issues What we look for We’re interested in passionate individuals with a strong vision and a desire to stay on top of trends. If you have a genuine passion for helping businesses achieve their full potential, then these role(s) are for you. What We Offer Continuous learning: You’ll develop the mindset and skills to navigate whatever comes next Success as defined by you: We’ll provide the tools and flexibility, so you can make a meaningful impact, on your way Transformative leadership: We’ll give you the insights, coaching, and confidence to be the leader the world needs Diverse and inclusive culture: You’ll be embraced for who you are and empowered to use your voice to help others find theirs If you can demonstrate that you meet the criteria above, please contact us as soon as possible. EY is an equal opportunity, affirmative action employer providing equal employment opportunities to applicants and employees without regard to race, color, religion, age, sex, sexual orientation, gender identity/expression, national origin, protected veteran status, disability status, or any other legally protected basis, including arrest and conviction records, by applicable law. EY is committed to providing reasonable accommodation to individuals with special needs. If you are a qualified individual with special needs and need assistance applying online or need to request an accommodation during the interview process, please speak to our HR executives, and we will be happy to help you."
3857184803,Full Stack Developer,PT Astra International Tbk,"Jakarta, Jakarta, Indonesia","On-site,Full-time,Entry level",".NET Framework,Angular,Bootstrap (Framework),C (Programming Language),Full-Stack Development,JavaScript,.NET Core,C#,Digital Authentication,Telerik",,"Deskripsi Pekerjaan Merancang, mendesain, mengembangkan dan memodifikasi situs web. menganalisa kebutuhan pengguna untuk penerapan konten, grafis, fitur kerja, dan kapasitas pada sebuah situs web internet/intranet/extranet. Mengintegrasikan situs web dengan aplikasi komputer lainnya. Persyaratan Pendidikan minimal D3/S1 Teknik Informatika, teknik komputer, manajemen informatika, sistem informasi, Ilmu komputer, teknologi informatika dan jurusan yang berhubungan. Menguasai .NET dan .NET core framework dengan bahasa pemrograman C# Menguasai java script (Bootstrap/Angular/React/Telerik) Menguasai .NET Authorization an authentication Menguasai Entity Framework dan CQRS Pattern Menguasai database MySQL Terbiasa dengan DevOps tools (Git/Azure Devops) Memahami Development di Azure Cloud Environment Teamwork, analisa dan komunikasi yang baik"
3971887093,Full Stack Engineer Manager,Somethinc - BeautyHaul,"West Jakarta, Jakarta, Indonesia","On-site,Full-time,Mid-Senior level",PHP,,"About the company Beautyhaul is one of the fastest-growing beauty companies in Indonesia that aspires to be the largest vertically integrated beauty ecosystem from supply to retail. Due to its exponential growth, the company has attracted investment from a reputable investor, Sequoia Capital. Our first brand ''Somethinc'' was founded in 2019, and is currently the #1 skincare brand in e-commerce & modern trade with >1M social media followers. Our second brand Glowinc is breaking the boundaries by offering genderless products at affordable prices. Our offline/online commerce Beautyhaul is the core for carrying multiple brands that we have directly to our customers. We are incubating more and more business models in our platform and aim to be a strong regional player in the beauty, within the South Asia region. Lead a team of engineers across various technical functions including backend, mobile, web, and quality assurance. Set engineering strategies and establish metrics for engineering excellence. Raise the bar for testability, availability, security, and code quality for systems and modules. Participate in design discussions and code reviews. Identify and resolve performance and scalability issues. Coordinate and collaborate with cross-functional teams, including Mobile, DevOps, Data, UX, and QA, to effectively plan and execute projects. Collaborate with the Product Team to design, technically assess, and execute the feature roadmap. Ensure alignment between product and engineering goals. Actively mentor and coach engineers in the team. Ensure continuous growth and development opportunities for team members. Requirement Bachelor's degree in Computer Science or Information Systems Strong analytical and logical thinking Strong communication, problem-solving, and team management skills Good attitude with a keen attention to small details Knowledge/experience in PHP or NodeJS Knowledge/experience in web and API security Knowledge/experience with marketplace APIs (e.g., Shopee, Tokopedia, Lazada) Ability to produce high-quality and measurable code Experience in developing e-commerce platforms or API Experience in managing development teams We have a 'CREATE' culture (Collaborative, Responsible, Eccentric, Agile, Tough, Effective). We are looking for more people to join us, who are excited to disrupt the traditional beauty industry with product innovation and non-linear growth, who want to build a profitable start-up into a unicorn company, and who will always learn and do the right thing."
3925563601,Backend Developer (GoLang),PT Lion Super Indo,"Jakarta, Indonesia","On-site,Full-time,Mid-Senior level","Go (Programming Language),Node.js,Continuous Integration and Continuous Delivery (CI/CD),Google Cloud Platform (GCP),Jenkins,REST APIs,Unified Modeling Language (UML)",,"RESPONSIBILITY Collaborate with related functions to define, design, and ship new features. Help architect and build significant new features in Super Indo mobile application. Release quickly and often to the app stores to ensure quick feedback loops around the successful of Super Indo features and experiments. Identify and correct bottlenecks and fix bugs. Partner with cross functional IT teams to support, maintain and develop the system application. Maintain code quality, organization, and automatization. Write clean, well-documented, and well-tested code using best practices Understanding of API and backend design principles and interface guidelines. REQUIREMENTS Minimum 2 years of experience of the backend programming language and the framework Experienced with Golang, Node Js, PHP, DB Design, UML Designs Write, UML Design Read. Provide REST API / GraphQL with service-side logic, Optimization for speed and scalability, Integration with third party Familiar with Gitlab, Devops, Jenkins, CI/CD, Google Cloud Platform Mobile app backend implementation experience is added advantage Experienced in a Product-oriented team (AGILE & DevOps), and building test script program. Optional experience in integration with other System (EWallet, Analytics, etc.). Strong knowledge of data structures, system design, and algorithm. Strong sense of ownership, drive and strong attention to detail and problem solving. Get things-done attitude, skilled at working in tandem with a team, or unsupervised as required Minimum involved in 1 large scale mobile project as backend developer Placement: JAKARTA"
3909118377,Software Engineer,Traveloka,Jakarta Metropolitan Area,"On-site,Full-time,Entry level","Microservices,Problem Solving",,"It's fun to work in a company where people truly BELIEVE in what they're doing! Job Description You are to join the product development team and together participate in the complete cycle of product development from ideation, designing, implementation, and support. You are to actively collaborate with the Product, Design, and Other Engineering teams to deliver the best product to customers. You are to own one or more microservices of your product domain. Together with the team, you are to participate and contribute in engineering hygiene such as code review, unit testing, and integration testing. Together with the team, you are to participate and contribute to the solution and architectural design review. Together with the team, you are to participate in the system and service support as on-call. Together with the team, you are to participate and contribute to innovation and problem-solving. Requirements Knowledge and experience in Java; knowledge in other programming language is a plus Knowledge and experience in crafting solutions and build architecture design for a distributed system. Knowledge and experience in AWS/GCP/Azure/Alicloud is a plus Knowledge and experience in Automation and CI/CD is a plus Knowledge and experience in Web (nodejs, react, reactnative) is a plus Knowledge and experience in IAC (infra as a code) using Terraform is a plus Experience in mentoring is a plus If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!"
3855446032,IT CORE BANKING (FULL STACK DEVELOPER),PT Bank KEB Hana Indonesia,"Jakarta, Jakarta, Indonesia","On-site,Full-time,Entry level","Analytical Skills,Communication,IT Management,Information Technology,Network Administration,System Administration,Troubleshooting",,"Requirements A Bachelor's Degree (S1), majoring in IT Mininum 2 years experience as IT Specialist Understand algorithm and mastering programming language (C/Java/C#/PHP/Ruby,etc) Understand database concept and implementation (Oracle/SQL Server/MySQL,etc) Able to analyze requirement for development. Good communication skill Responsibilities Develop and maintain core banking applications to support banking activities Make analysis based on user's requirements Prepare project schedule to meet target"
3979985667,Technology Strategy & Key Programs,PT XL Axiata Tbk,"Jakarta, Indonesia","On-site,Full-time,Entry level","Analytical Skills,Communication,IT Strategy,Operational Efficiency,Problem Solving,Technology Management",,"Description Technology Strategy & Key Programs role requires a deep understanding of current and emerging technologies, and the ability to align these technologies with our business goals. The candidate will be responsible for developing and implementing technology strategies that drive business growth, improve operational efficiency, and enhance customer experiences. He/she will work closely with senior leadership, both technology and commercial stakeholders to identify opportunities for technological innovation and ensure that our technology investments are aligned with our strategic objectives. The successful candidate will have a strong background in technology management, excellent analytical and problem-solving skills, and the ability to communicate complex technical concepts to non-technical audiences. He/she will also be responsible for staying up-to-date with industry trends and best practices, and for providing thought leadership on how emerging technologies can be leveraged to create competitive advantages. Education S1 (Strata 1) in Engineering or Telecommunications"
3953967993,Software Engineer (Backend) - Transport,GoTo Group,"Jakarta, Jakarta, Indonesia","On-site,Full-time,Entry level","Go (Programming Language),Java,Object-Oriented Programming (OOP),SQL,Communication,Design Patterns,Non-Functional Requirements,Pattern,Ruby,Unit Testing",,"About The Role At Gojek, engineering is central to everything we do to bring cheer to the lives of millions. In this role, you will be part of Gojek’s transport engineering team, building some of the most critical products for our consumers. As a Software Engineer in Gojek, you will be responsible for building systems and products across the various areas of business for Gojek Transport. Your ownership, drive, and passion would help provide for a world-class user experience and stability of Transport products for mobility or people and packages. The person should be passionate about maintaining a clean and maintainable codebase. Your primary focus will be the development of distributed systems and services that are fault-tolerant, highly performant and responsive to high throughput client requests. What You Will Do Own product development on functional and non-functional requirements, OKRs, and improvements to code quality across the team Design and develop low latency, high throughput systems with minimal guidance Be responsible for ensuring the quality and timeliness of deliverables for the team Be a self-learner when it comes to technology and work with the team to collaborate on the engineering initiatives as the products go through the evolution cycle Own the entire lifecycle of feature development, test, deployment, fixes and improvements Work with tech leads, product managers and other stakeholders to continuously work towards progressing on the group’s and organization’s goals Write code that is clear, concise, performant, tested and easily understood by others Communicate, collaborate and work effectively across cross-functional teams in a global environment What You Will Need At least 2 years of experience in designing, developing, testing and deploying applications with Golang/Java/Ruby. Proficient in OOP, SQL, Design Patterns Experience with functional programming, data modeling experience in Relational and/or NoSQL databases is a plus Well-versed with agile methodologies Hands on knowledge of unit testing methodologies and frameworks Experience troubleshooting server performance - memory issues, GC tuning, resource leaks Experience working in technologies like Kafka, RabbitMQ, Postgres, MySql, Redis, Aerospike, or similar About The Team Our Transport team is a big family of 100+ members made up of engineers and product managers spread out across Jakarta, Bangalore, Singapore, and Vietnam. We run Southeast Asia’s leading and fastest-growing ride-hailing business and oversee all things related to our riders and driver-partners' needs in daily transport and work daily to create solutions to these issues. It’s our job to ensure that our Transport services run seamlessly from the inside out. Our team recently figured out that our existing third-party SDK for in-app live tracking of vehicles was not operating as smoothly as we had expected. So, guess what? We fixed this by building our own live tracking SDK - Navic. Right now, our team has been busy working on projects that aim to effectively grow our user base in the region (and beyond!). We, the Transporters, know how to work hard and play hard. When we aren’t busy working, you’d probably find us playing online games like Among Us and Sketchful, or catching up with each other on our virtual hangouts. We work as a team to get our job done well, and genuinely enjoy each other's company. About GoTo Group GoTo Group is the largest digital ecosystem in Indonesia with its mission to “Empower Progress’ by offering technological infrastructure and solutions for everyone to access and thrive in the digital economy. The GoTo ecosystem consists of on-demand transportation services, food and grocery delivery, logistics and fulfillment, as well as financial and payment services through the Gojek and GoTo Financial platforms.It is the first platform in Southeast Asia that hosts these crucial cases in a single ecosystem, capturing the majority of Indonesia’s vast consumer household. About Gojek Gojek is Southeast Asia’s leading on-demand platform and pioneer of the multi-service ecosystem with over 2.5 million driver partners across the regions offering a wide range of services such as transportation, food delivery, logistics and more. With its mission to create impact at scale, Gojek is committed to resolving consumer problems and raising standards of living by connecting consumers to the best providers of goods and services in the market. About GoTo Financial GoTo Financial accelerates financial inclusion through its leading financial services and merchants solutions. Its consumer services include GoPay and GoPayLater and serve businesses of all sizes through Midtrans, Moka, GoBiz Plus, GoBiz, and Selly. With its trusted and inclusive ecosystem of products, GoTo Financial is open to new growth opportunities and aims to empower everyone to Make It Happen, Make It Together, Make It Last. GoTo and its business units, including Gojek and GoToFinancial (""GoTo"") only post job opportunities on our official channels on our respective company websites and on LinkedIn. GoTo is not liable for any job postings or job offers that did not originate from us. You should conduct your own due diligence to prevent being victims of any fake job scams, if they did not originate from GoTo's official recruitment channels."
3964497855,Campaign Management,Lazada,"Jakarta, Indonesia","On-site,Full-time,Mid-Senior level","Organization Skills,Project Management,Team Coordination,Business Project Management,Communication,E-Commerce,English,Mandarin,Marketing,Marketing Campaign Management,Oral Communication","Professional in English,5+ years of work experience with Business Project Management,5+ years of work experience with Marketing,5+ years of Technology, Information and Internet experience,5+ years of experience in Project Management","Responsibilities Owning, creating and maintaining campaigns and customers engagement activities across all channels: Mobile app, desktop & mobile site platform Project manage big campaigns and own all the merchandising initiative at scale across the platform including building a robust breaking deals platform, monitoring & strategizing onsite user experience from visual to page-to-conversion metrics and react accordingly Work closely with Marketing, Guided Shopping & Marketing solution to plan, develop, and execute marketing plan & proposal across online and offline channels. Manage daily campaigns operations and work closely with Sales, Marketing & Engagement team to ensure successful delivery and uplifts to the sellers Define the best practices in setting up campaigns and ensure governance to achieve different campaigns’ goals from sales growth to efficiencies metrics, and continuously improve Continuously monitor competition’s daily activities or long-run trend and create initiatives to launch and introduce new and attractive promotions and mechanisms Understand the local market’s main priority and be the bridge between business, product & regional needs to identify and proactively communicate local business needs Requirements 5+ years of marketing/product management experience, handling marketing, promotions or loyalty programs for a consumer facing, ideally e-commerce or retail business of significant scale An experienced planner project manager, with strong cross-team coordination skills. Must be comfortable operating at different levels in the organization Strong data-driven decision-making skills, with demonstrated ability to dive deep into customer data and translate insights into opportunities Strong written and verbal communication skills, ability to articulate and execute ideas Strong organizational skills; able to manage multiple projects simultaneously and strong attention to detail. Ability to work successfully in an ever-changing environment with competing priorities Fluent communication in both English (Mandarin is a plus)"
3964497855,Campaign Management,Lazada,"Jakarta, Indonesia","On-site,Full-time,Mid-Senior level","Organization Skills,Project Management,Team Coordination,Business Project Management,Communication,E-Commerce,English,Mandarin,Marketing,Marketing Campaign Management,Oral Communication","Professional in English,5+ years of work experience with Business Project Management,5+ years of work experience with Marketing,5+ years of Technology, Information and Internet experience,5+ years of experience in Project Management","Responsibilities Owning, creating and maintaining campaigns and customers engagement activities across all channels: Mobile app, desktop & mobile site platform Project manage big campaigns and own all the merchandising initiative at scale across the platform including building a robust breaking deals platform, monitoring & strategizing onsite user experience from visual to page-to-conversion metrics and react accordingly Work closely with Marketing, Guided Shopping & Marketing solution to plan, develop, and execute marketing plan & proposal across online and offline channels. Manage daily campaigns operations and work closely with Sales, Marketing & Engagement team to ensure successful delivery and uplifts to the sellers Define the best practices in setting up campaigns and ensure governance to achieve different campaigns’ goals from sales growth to efficiencies metrics, and continuously improve Continuously monitor competition’s daily activities or long-run trend and create initiatives to launch and introduce new and attractive promotions and mechanisms Understand the local market’s main priority and be the bridge between business, product & regional needs to identify and proactively communicate local business needs Requirements 5+ years of marketing/product management experience, handling marketing, promotions or loyalty programs for a consumer facing, ideally e-commerce or retail business of significant scale An experienced planner project manager, with strong cross-team coordination skills. Must be comfortable operating at different levels in the organization Strong data-driven decision-making skills, with demonstrated ability to dive deep into customer data and translate insights into opportunities Strong written and verbal communication skills, ability to articulate and execute ideas Strong organizational skills; able to manage multiple projects simultaneously and strong attention to detail. Ability to work successfully in an ever-changing environment with competing priorities Fluent communication in both English (Mandarin is a plus)"
3942240275,AI Research Engineer Part-Time,Kata.ai,Jakarta Metropolitan Area,"Part-time,Associate","Go (Programming Language),Artificial Intelligence (AI),Communication,Computer Science,Generative AI,Industrial Experience,Machine Learning,Natural Language Processing (NLP),Prompt Engineering,Technical Documentation",,"Company Description Kata.ai is an Indonesian Conversational Artificial Intelligence company with a focus on creating technology to enhance the understanding of human conversations, improving the way humans collaborate with machines. Kata.ai’s Natural Language Processing (NLP) technology powers MultiPurpose chatbots (virtual customer service / virtual friend) for major corporations in Indonesia across different kinds of industries such as Unilever (FMCG), Telkomsel (Telco), Bank BRI (Financial Services), and Alfamart (Retail). The company’s proprietary Kata Bot Platform can be leveraged to create feature-rich chatbots on top of Kata.ai’s robust and scalable AI technology platform, ensuring company of any size can easily build their own chatbot on any messaging platform. With this platform, it is now possible for the business to focus on designing engaging interaction for their customers, while Kata.ai handles all the technology aspects of the chatbots. Established in 2015, the company has become a trusted partner for major corporations such as Microsoft, Accenture, and Line. In 2020, the company received Series-B funding from TransPacific Technology Fund and MDI Venture. , Job Description Join projects, design, implement, test, and release high-quality Generative AI features to satisfy demands. Follow the latest trend of NLP technologies especially LLM, Agents, RAG, Embeddings, and VectorDB and explore their applicability for business needs. Create technical documentation, and communicate clearly across the product team. Support team members to review, feedback, and onboard. , Qualifications Bachelor/Master degree in Computer Science or related fields with 2+ years academic/industrial experience in AI/ML/NLP based software development. Experience with one or more general purpose programming languages including but not limited to: JS, Python, Golang or C/C++ Experience in the development of production-level AI application leveraging various LLMs (including prompt engineering best practices). Exposure to Deep Learning, NLP, LLM, or related fields and a strong interest and desire to learn about them. Additional Information To apply directly, you can click the following link:https://katrecs.kata.ai/fb5d9299-8cb0-43b1-a459-22c9bc14bfd0 We value a flexibleworking hour for our employees. The most important is we provide alearning experience in Conversational AI Industry."
3974744797,Sr. Officer-Full Stack Developer,PT. Indosat Tbk,"South Jakarta, Jakarta, Indonesia","On-site,Full-time,Associate","Java,Node.js","Bachelor's Degree,Conversational in English","Doing website and application development along with it’s features roadmap. Ensure cross-browser compatibility and optimize web pages for performance. Implement UI/UX designs provided by UI/UX designers Design and manage databases using SQL (e.g., MySQL, PostgreSQL) or NoSQL (e.g., MongoDB, Cassandra) databases. Perform manual and automated testing to identify and fix bugs. Protect the application and its data from security threats and vulnerabilities. Responsible to liaise with business users, product owners to conduct requirement clarification, requirement development, system analysis, solution design, and technical integration. Collaborate in analyzing requirement and implementing the UI design to functional application Be involve in establishing new ideas for system development solutions Responsible in design, development, testing, maintenance & support of application Responsible in design, development, testing, maintenance & support of API and handle integration work with 3rd party API Assist project management if necessary Qualification: Bachelor’s Degree in Informatics/ Software Engineering Experience: Minimum 6 years of experiences in Internet or IT Development Minimum 3 years experience as full stack developer Skills: Excellent in Back End programming (Nodejs, Java, PHP and Go). Excellent in Front End programming (HTML, CSS, Javascript). Experience in using Vue.JS and Echo Golang framework is an advantage. Having solid understanding in SQL and NoSQL Database Having solid understanding in CI/CD pipelines, microservices and containerization architecture. Having solid understanding in application performance tuning and security best practise. Experience in requirement gathering, problem solving, system design, and solution delivery Excellent communication and writing skills in English and Indonesian Knowledge in Agile Scrum/Kanban is an advantage"
3945541637,Enterprise Solutions Consultant (Indonesia),Siemens Digital Industries Software,"Jakarta, Jakarta, Indonesia","Hybrid,Full-time,Mid-Senior level","Business Case Preparation,Handover,Post-Sales,Presentation Skills,Presentations,Product Demonstration,Product Evaluations,Product Lifecycle Management,Software Configuration Management,Technical Discussions",,"Siemens Digital Industries Software is a leading provider of solutions for the design, simulation, and manufacture of products across many different industries. Formula 1 cars, skyscrapers, ships, space exploration vehicles, and many of the objects we see in our daily lives are being conceived and manufactured using our Product Lifecycle Management (PLM) software. As part of our continuing growth in Southeast Asia (SEA), we are now looking for a driven and highly motivated Enterprise Solutions Consultant to join our Technical Solutions team in Jakarta, Indonesia. The ideal candidate will need to have an excellent understanding of the technical aspects of software business and including a strong focus on building and leveraging relationships with our partners and selective end users, representing Siemens DISW solutions portfolios to senior levels of customers’ organization, and bringing opportunities forward on a selective basis to enable timely and successful closure. Responsibilities: Responsible for aligning a clear vision from customer executives to leaders, for defining executable value and solution along a digital roadmap during the customer Discover stage. Responsible for conducting value and solution road mapping (VSR) workshops to establish Business Case (ROI) for customers during the customer Define stage. Capture customer requirements and expectations accurately into a SOW to ensure smooth handover to services during the customer Confirm stage. To perform as customers’ Trusted Advisor and continuously update the vision and digital transformation roadmap. Provide technical solution leadership and orchestrate various product presales to establish Siemens’ Unique Value Proposition with our Xcelerator portfolio, leveraging a combination of application and domain expertise to a variety of Siemens customers in both discrete and process industries. Bring opportunities to a technical closure through participating in the value discovery and assessment process to assist in determining the customer needs Develop opportunities by creative technical/commercial thinking. Lead technical discussions and conduct product demonstrations to customers Lead or assist in software proposal, and assist & verify with partners in solution proposals to customers Support customer product evaluations through workshop, training, and benchmarks Plan, coach, and support channel presales teams in SEA on technical enablement and value discovery and assessment method Support channel partners in technical sales process to facilitate the sales of software/solutions Support transition from pre- to post-sales, assisting implementation team to take over. Funnel creation through supporting sales process and marketing events such as trade shows, presentations, seminars, etc. Uphold the professional integrity of Siemens at all times Adhere to, and promote, all core internal and customer processes relating to the effective undertaking of the role Undertake any business administration in line with job activity Undertake any other duties required by the company Requirements: Bachelor/Master’s Degree in Computer Science/Electrical Engineering/Information Technology/Software Engineering/Industrial Engineering. Good knowledge of enterprise systems customer’s challenges, industry trends, competitor landscapes and implementation. Good experience in customer engagement to define methods, develop value propositions, business cases and solution visions. Good database and full stack programming knowledge. Familiarity with enterprise SaaS ecosystem. Demonstrate strong interest with some experience in Cloud, Gen AI, IoT, Tech, Manufacturing and Industry 4.0 topics. Competencies: Must have minimum 8 years of MES/PLM Solutions Consultant/Presales experience with additional experience preferably in ERP. Possess minimum 5 years in MES/PLM and/or SCM/ERP project implementation and support experience. Direct/hands-on work experience with AWS Cloud and certified Cloud Practitioner/Solution Architect will be preferred. Skilled and knowledge in Cloud, Gen AI and IoT will be preferred. Ability to lead and work independently and confidently in analysing customer requirements and transform them into a workable solutions. Ability to prioritize multiple assignments and deadlines. Dynamic with excellent leadership and high level of accountability. Excellent sales and relation building skills. Excellent communication skills in English with good presentation skills. Ability to work well under pressure and self-motivated. Willing to work hard and face challenges. IT savvy and ability to multitasks. Travelling is required and ability to travel within a short notice is a must. Working at Siemens Software Why us? Working at Siemens Software means flexibility - Choosing between working at home and the office at other times is the norm here. We offer great benefits and rewards, as you'd expect from a world leader in industrial software. Siemens Software. Transform the everyday."
3955562296,Software Engineer 1 - Fullstack,Mekari,"Jakarta, Jakarta, Indonesia","On-site,Full-time,Entry level","Back-End Web Development,Programming Languages,Software Development,Vue.js,Code Review,Communication,FinTech,Microservices,Programming,Software Engineering Practices",,"Mekari is Indonesia's no. 1 Software-as-a-Service (SaaS) company. With our ecosystem of software solutions—including Mekari Jurnal, Mekari Talenta, Mekari Qontak, and Mekari Flex, we aim to facilitate entrepreneurs and leaders as they accelerate the digital transformation of their businesses. In our 10+ years of journey we have reached over 1 Million platform users, and we're not planning to stop any time soon. We need more people like you: builders and owners with calculated ambition who are eager to grow and create their #BiggestImpact. Job Descriptions Design and develop the product that will impact thousands of businesses and millions of users Work closely with Product Manager and other business stakeholders to develop solutions that delight our customers Work with Technical Program Manager to run development lifecycle (concept, design, test, release, support) Work closely with DevOps to maintain the application in our infrastructure Requirements Minimum 1-year experience in SaaS, Fintech or related tech company Experience in Ruby or other relevant programming languages (backend) and Vue.js (frontend) Good understanding of modern software engineering practices such as TDD, continuous integration, code review, and microservices design patterns Familiarity with software development methodologies and frameworks such as Agile or Scrum Excellent communication skills, written and verbal, with a focus on collaboration, understanding, and information sharing between team members and stakeholders Our team will review your application and will be in touch if your application is shortlisted to the next stage. If you do not hear from us in 30 days, we will keep your resume on file in case a relevant opportunity opens up. Don't forget to check our Recruitment FAQ at bit.ly/RecruitmentFAQ-Mekari [ENG] or bit.ly/RekrutmenMekari-FAQ [INA] to find the answers to commonly-asked questions regarding our recruitment process. We wish you the best. Hope to see you around soon!"
3962584945,Software Engineer 1 - Backend,Mekari,"Jakarta, Jakarta, Indonesia","On-site,Full-time,Entry level","Back-End Web Development,Software Development,Code Review,Communication,Continuous Integration (CI),FinTech,Financial Technology,Microservices,Software Engineering Practices",,"Mekari is Indonesia's no. 1 Software-as-a-Service (SaaS) company. With our ecosystem of software solutions—including Mekari Jurnal, Mekari Talenta, Mekari Qontak, and Mekari Flex, we aim to facilitate entrepreneurs and leaders as they accelerate the digital transformation of their businesses. In our 10+ years of journey we have reached over 1 Million platform users, and we're not planning to stop any time soon. We need more people like you: builders and owners with calculated ambition who are eager to grow and create their #BiggestImpact. Job Descriptions Design and develop the product that will impact thousands of businesses and millions of users Work closely with Product Manager and other business stakeholders to develop solutions that delight our customers Work with Technical Program Manager to run development lifecycle (concept, design, test, release, support) Work closely with DevOps to maintain the application in our infrastructure Requirements Minimum 1-year experience in SaaS, Fintech or related tech company Experience in Go/Ruby programming language. Experience or exposure in other programming languages is a plus. Good understanding of modern software engineering practices such as TDD, continuous integration, code review, and microservices design patterns Familiarity with software development methodologies and frameworks such as Agile or Scrum Excellent communication skills, written and verbal, with a focus on collaboration, understanding, and information sharing between team members and stakeholders Our team will review your application and will be in touch if your application is shortlisted to the next stage. If you do not hear from us in 30 days, we will keep your resume on file in case a relevant opportunity opens up. Don't forget to check our Recruitment FAQ at bit.ly/RecruitmentFAQ-Mekari [ENG] or bit.ly/RekrutmenMekari-FAQ [INA] to find the answers to commonly-asked questions regarding our recruitment process. We wish you the best. Hope to see you around soon!"
